6482698565,The Lock Tavern,51.542761511037,-0.1477232837855,35 Chalk Farm Road,NW1 8
11808120398,Satay House,51.517716237355,-0.16945123672485,13 Sale Place,W2 1PX
11868533179,Famous Three King (F3K),51.490803170267,-0.20669074414556,171-173 North End Road,W14 9
12179855445,The Lord Nelson,51.487298996037,-0.013231848764163,1 Manchester Road,E14 3
13524583132,The Drunken Monkey,51.522793786737,-0.077931809638207,222 Shoreditch High Street,E1 6PJ
30173332354,St. JOHN,51.520478849279,-0.1013611922049,26 St John Street,EC1M 4
31529731349,Peppers & Spice,51.546187846173,-0.077637580183315,40 Balls Pond Road,N1 4
44216346279,ROSSODISERA,51.514997180849,-0.12694759256838,5 Monmouth Street,WC2H 9DA
44637508495,HANA MARIA BAR Restaurant,51.568251197494,-0.10999868822537,88 Stroud Green Road,N4 3EN
45909351150,HURWUNDEKI,51.532287123886,-0.057060627808916,298-299 Arches Cambridge Heath Road,E2 0
46129893868,Green Cardamom,51.5146938,-0.1652952,5A Porchester Place,W2 2BS
47349429905,Frizzante Cafe,51.53138716747,-0.066390037536621,1A Goldsmiths Row (Off Hackney Road),E2 8QA
51511167791,Bateaux London,51.507309830048,-0.12087333336147,"Embankment Pier, Victoria Embankment",WC2N 6NU
54908535403,Tina We Salute You N1 / Tina We Salute You E20,51.549017583128,-0.079330044521688,47 King Henry's Walk,N1 4NH
57653584467,Bavarian Beerhouse,51.511467264997,-0.077241874137619,190 City Road & 9 Crutched Friars,EC1V 2QH & EC3N 2AU
59198953315,Gujarati Rasoi,51.5487199,-0.0766052,10C Bradbury Street,N16 8JN
65062175885,Cafe East,51.496178743894,-0.041254990499087,100 Redriff Road,SE16 7LH
104647767171,Nordic Bar,51.517835023039,-0.13562833377982,25 Newman Street,W1T 1PN
109714291876,"The Bridge House, Little Venice",51.521113375034,-0.18395146130934,13 Westbourne Terrace Road,W2 6NG
113511185670,Healthy Yummies,51.526788942637,-0.0063975817030455,"3 Mills Film Studios, Three Mill Lane",E3 3DU
116500542168,West Lodge Park Hotel,51.669886146738,-0.15742139092308,"West Lodge Park, Cockfosters Road, Hadley Wood, Herts",EN4 0PY
117874113931,Kurz & Lang,51.5200563,-0.1019788,1 St John Street,EC1M 4
135583278506,The Monarch,51.5429049,-0.1483186,40-42 Chalk Farm Road,NW1 8BG
143937101164,German Deli,51.505441892487,-0.091297598690125,3 Park Street,SE1 9AB
148524558490,The Tent Restaurant,51.5479,-0.2368,253 High Road,IG1 1NE
149362604386,GinoCarl,51.58258173,-0.2294464,33 Vivian Avenue,NW4 3UX
149882643093,"Mandarin Oriental Hyde Park, London",51.502024,-0.1602347,66 Knightsbridge,SW1X 7LA
152540827576,Rasa Sayang,51.51212247809,-0.13147482197388,5 Macclesfield Street,W1D6AY
153312500142,Jacks Bar,51.504227527071,-0.10580536832802,96 Isabella Street,SE1 8DD
180251058296,Tentazioni Restaurant,51.5085726,-0.1984598,115 Notting Hill Gate,W11 3LB
108504712542665,Charlie Bigham's,51.533507808571,-0.26786514428571,"Coriander House, 2 McNicol Drive",NW10 7AW
108801955848377,Luna Rossa,51.5155846,-0.2056437,190-192 Kensington Park Road,W11 2ES
109083632465254,Il Pagliaccio Restaurant,51.470583024346,-0.19131167952225,182-184 Wandsworth Bridge Rd,SW6 2UF
109165852443238,Dishoom,51.5124931,-0.1269118,12 Upper St Martin's Lane,W1B 5QP
109285772465184,Duchess Of Kent,51.546458396378,-0.10876159163726,441 Liverpool Road,N7 8
109307585797050,Blue Orchid Restaurant & Civil Engineer Bar,51.532585197871,-0.37592199646008,500 Ruislip Rd,UB5 6AT
109539725771965,Scandinavian Kitchen,51.518785162318,-0.14073462729151,61 Great Titchfield Street,W1W 7PP
109578825799655,Casa Italiana,51.5710564,0.1309794,19A High Road,RM6 6PU
110193435749543,"Homeslice, Neal's Yard",51.514595,-0.1262445,13 Neal's Yard,WC2H 9DP
110316019058577,Oak & Pastor,51.562441897259,-0.13635277748108,86 Junction Road,N19 5QZ
110316992365491,Barbecoa,51.513639906612,-0.096201289267879,20 New Change Passage,EC4M 9AG
110794318981596,The Good Samaritan,51.5168422,-0.0606418,87 turner street,e1 2
111112622394877,Black Lion Plaistow,51.530137060296,0.022798007237793,59-61 high street,E13 0
111156595691913,Dracula Restaurant,51.535362322096,-0.24373132326576,129 High Street,nw104tr
111173715643626,Medicine Hut,51.537121352571,-0.061440905606344,62 Broadway Market,E8 4Qj
112077272208111,Casa Mia Restaurant,51.60714,-0.3761399,Uxbridge Road,HA5 4JS
112805042177735,"Hemalaya, Stratford",51.544689538037,0.0044604224644617,178 The Grove,E15 1
113211252086376,Grosvenor Arms,51.4473529,-0.1895647,204 Garratt Lane,SW18 4
113417348797608,Roka London,51.519022360074,-0.13534495873659,"Aldwych, Canary Wharf, Mayfair and Fitzrovia",null
